edge_id,source_node_id,target_node_id,source_system,target_system,dependency_type,impact_share,lag_hours,redundancy_level,cross_voivodeship,contract_sla_hours,verified_in_exercise
E-000273,IK-03-00684,IK-02-00524,IK03,IK02,ict,0.216,0.83,partial,0,10.5,0
E-000274,IK-03-00780,IK-02-00524,IK03,IK02,ict,0.216,0.57,partial,0,10.8,0
E-000275,IK-01-00158,IK-02-00525,IK01,IK02,electricity,0.875,0.0,none,0,17.2,0
E-000276,IK-03-00720,IK-02-00525,IK03,IK02,ict,0.402,0.52,none,0,8.6,0
E-000277,IK-01-00158,IK-02-00526,IK01,IK02,electricity,1.0,0.0,none,0,15.8,1
E-000278,IK-03-00720,IK-02-00526,IK03,IK02,ict,0.472,0.71,none,0,14.8,0
E-000279,IK-01-00152,IK-02-00527,IK01,IK02,electricity,0.827,0.0,none,0,5.9,0
E-000280,IK-03-00737,IK-02-00527,IK03,IK02,ict,0.236,0.91,partial,0,7.6,1
E-000281,IK-03-00789,IK-02-00527,IK03,IK02,ict,0.236,1.02,partial,0,3.8,0
E-000282,IK-01-00085,IK-02-00528,IK01,IK02,electricity,0.449,0.0,partial,0,8.3,1
E-000283,IK-01-00197,IK-02-00528,IK01,IK02,electricity,0.449,0.0,partial,0,13.2,1
E-000284,IK-03-00684,IK-02-00528,IK03,IK02,ict,0.485,0.97,none,0,10.4,0
E-000285,IK-01-00169,IK-02-00529,IK01,IK02,electricity,0.907,0.0,none,0,11.0,0
E-000286,IK-03-00807,IK-02-00529,IK03,IK02,ict,0.411,0.89,none,0,7.1,0
E-000287,IK-01-00171,IK-02-00530,IK01,IK02,electricity,1.0,0.0,none,0,4.2,1
E-000288,IK-03-00829,IK-02-00530,IK03,IK02,ict,0.472,0.84,none,0,8.5,1
E-000289,IK-01-00150,IK-02-00531,IK01,IK02,electricity,0.414,0.0,partial,0,4.8,1
E-000290,IK-01-00234,IK-02-00531,IK01,IK02,electricity,0.414,0.0,partial,0,1.0,0
E-000291,IK-03-00714,IK-02-00531,IK03,IK02,ict,0.403,0.94,none,0,4.6,0
E-000292,IK-01-00099,IK-02-00532,IK01,IK02,electricity,0.422,0.0,partial,0,10.5,1
E-000293,IK-01-00179,IK-02-00532,IK01,IK02,electricity,0.422,0.0,partial,0,8.9,1
E-000294,IK-03-00700,IK-02-00532,IK03,IK02,ict,0.242,0.59,partial,0,6.8,0
E-000295,IK-03-00759,IK-02-00532,IK03,IK02,ict,0.242,0.68,partial,0,11.9,1
E-000296,IK-01-00110,IK-02-00533,IK01,IK02,electricity,0.942,0.0,none,0,1.0,0
E-000297,IK-03-00738,IK-02-00533,IK03,IK02,ict,0.476,1.04,none,0,6.8,0
E-000298,IK-01-00188,IK-02-00534,IK01,IK02,electricity,0.465,0.0,partial,0,14.8,1
E-000299,IK-01-00107,IK-02-00534,IK01,IK02,electricity,0.465,0.0,partial,0,10.1,1
E-000300,IK-03-00684,IK-02-00534,IK03,IK02,ict,0.241,0.52,partial,0,6.4,1
E-000301,IK-03-00780,IK-02-00534,IK03,IK02,ict,0.241,0.86,partial,0,8.1,1
E-000302,IK-01-00074,IK-02-00535,IK01,IK02,electricity,0.867,0.0,none,0,8.2,0
E-000303,IK-03-00706,IK-02-00535,IK03,IK02,ict,0.458,0.8,none,0,10.4,0
E-000304,IK-01-00198,IK-02-00536,IK01,IK02,electricity,0.954,0.0,none,0,17.9,0
E-000305,IK-03-00785,IK-02-00536,IK03,IK02,ict,0.198,0.89,partial,0,9.3,0
E-000306,IK-03-00796,IK-02-00536,IK03,IK02,ict,0.198,0.65,partial,0,6.9,0
E-000307,IK-01-00061,IK-02-00537,IK01,IK02,electricity,0.471,0.0,partial,0,5.4,0
E-000308,IK-01-00188,IK-02-00537,IK01,IK02,electricity,0.471,0.0,partial,0,6.8,0
E-000309,IK-03-00684,IK-02-00537,IK03,IK02,ict,0.195,0.56,partial,0,8.1,1
E-000310,IK-03-00776,IK-02-00537,IK03,IK02,ict,0.195,0.52,partial,0,12.1,1
E-000311,IK-01-00149,IK-02-00538,IK01,IK02,electricity,0.829,0.0,none,0,9.3,0
E-000312,IK-03-00687,IK-02-00538,IK03,IK02,ict,0.23,0.72,partial,0,2.0,0
E-000313,IK-03-00827,IK-02-00538,IK03,IK02,ict,0.23,0.8,partial,0,17.9,1
E-000314,IK-01-00160,IK-02-00539,IK01,IK02,electricity,0.814,0.0,none,0,10.5,1
E-000315,IK-03-00758,IK-02-00539,IK03,IK02,ict,0.451,0.89,none,0,4.6,0
E-000316,IK-01-00141,IK-02-00540,IK01,IK02,electricity,1.0,0.0,none,0,13.8,1
E-000317,IK-03-00747,IK-02-00540,IK03,IK02,ict,0.235,0.65,partial,0,7.5,1
E-000318,IK-03-00794,IK-02-00540,IK03,IK02,ict,0.235,0.97,partial,0,3.8,0
E-000319,IK-01-00203,IK-02-00541,IK01,IK02,electricity,0.849,0.0,none,0,8.4,0
E-000320,IK-03-00688,IK-02-00541,IK03,IK02,ict,0.447,0.83,none,0,5.1,0
E-000321,IK-01-00060,IK-02-00542,IK01,IK02,electricity,0.528,0.0,partial,0,2.8,0
E-000322,IK-01-00167,IK-02-00542,IK01,IK02,electricity,0.528,0.0,partial,0,10.0,1
E-000323,IK-03-00768,IK-02-00542,IK03,IK02,ict,0.208,0.64,partial,0,8.8,0
E-000324,IK-03-00772,IK-02-00542,IK03,IK02,ict,0.208,0.82,partial,0,4.8,0
E-000325,IK-01-00160,IK-02-00543,IK01,IK02,electricity,0.46,0.0,partial,0,6.6,0
E-000326,IK-01-00142,IK-02-00543,IK01,IK02,electricity,0.46,0.0,partial,0,6.1,1
E-000327,IK-03-00758,IK-02-00543,IK03,IK02,ict,0.449,0.55,none,0,2.5,1
E-000328,IK-01-00157,IK-02-00544,IK01,IK02,electricity,1.0,0.0,none,0,9.2,1
E-000329,IK-03-00710,IK-02-00544,IK03,IK02,ict,0.417,0.85,none,0,11.0,1
E-000330,IK-01-00129,IK-02-00545,IK01,IK02,electricity,0.875,0.0,none,0,11.1,0
E-000331,IK-03-00798,IK-02-00545,IK03,IK02,ict,0.503,0.89,none,0,7.1,0
E-000332,IK-01-00117,IK-02-00546,IK01,IK02,electricity,0.908,0.0,none,0,10.8,1
E-000333,IK-03-00705,IK-02-00546,IK03,IK02,ict,0.428,1.09,none,0,11.7,1
E-000334,IK-01-00093,IK-02-00547,IK01,IK02,electricity,1.0,0.0,none,0,13.2,0
E-000335,IK-03-00826,IK-02-00547,IK03,IK02,ict,0.244,1.05,partial,0,4.0,0
E-000336,IK-03-00723,IK-02-00547,IK03,IK02,ict,0.244,0.52,partial,0,5.4,1
E-000337,IK-01-00097,IK-02-00548,IK01,IK02,electricity,0.484,0.0,partial,0,3.0,0
E-000338,IK-01-00092,IK-02-00548,IK01,IK02,electricity,0.484,0.0,partial,0,7.4,1
E-000339,IK-03-00709,IK-02-00548,IK03,IK02,ict,0.487,1.01,none,0,6.1,1
E-000340,IK-01-00114,IK-02-00549,IK01,IK02,electricity,0.5,0.0,partial,0,8.2,0
E-000341,IK-01-00109,IK-02-00549,IK01,IK02,electricity,0.5,0.0,partial,0,11.6,0
E-000342,IK-03-00690,IK-02-00549,IK03,IK02,ict,0.442,0.57,none,0,14.1,0
E-000343,IK-01-00156,IK-02-00550,IK01,IK02,electricity,1.0,0.0,none,0,11.3,1
E-000344,IK-03-00806,IK-02-00550,IK03,IK02,ict,0.212,0.6,partial,0,5.4,0
E-000345,IK-03-00717,IK-02-00550,IK03,IK02,ict,0.212,1.0,partial,0,7.9,1
E-000346,IK-01-00163,IK-02-00551,IK01,IK02,electricity,0.436,0.0,partial,0,5.8,0
E-000347,IK-01-00230,IK-02-00551,IK01,IK02,electricity,0.436,0.0,partial,0,10.2,0
E-000348,IK-03-00806,IK-02-00551,IK03,IK02,ict,0.22,0.6,partial,0,10.8,1
E-000349,IK-03-00752,IK-02-00551,IK03,IK02,ict,0.22,0.92,partial,0,4.8,1
E-000350,IK-01-00155,IK-02-00552,IK01,IK02,electricity,1.0,0.0,none,0,8.5,0
E-000351,IK-03-00799,IK-02-00552,IK03,IK02,ict,0.424,0.93,none,0,11.3,0
E-000352,IK-01-00073,IK-02-00553,IK01,IK02,electricity,0.484,0.0,partial,0,3.9,1
E-000353,IK-01-00113,IK-02-00553,IK01,IK02,electricity,0.484,0.0,partial,0,12.3,1
E-000354,IK-03-00753,IK-02-00553,IK03,IK02,ict,0.493,0.69,none,0,8.9,0
E-000355,IK-01-00207,IK-02-00554,IK01,IK02,electricity,1.0,0.0,none,0,11.4,1
E-000356,IK-03-00817,IK-02-00554,IK03,IK02,ict,0.442,0.71,none,0,5.9,0
E-000357,IK-01-00174,IK-02-00555,IK01,IK02,electricity,0.527,0.0,partial,0,11.3,1
E-000358,IK-01-00056,IK-02-00555,IK01,IK02,electricity,0.527,0.0,partial,0,6.8,0
E-000359,IK-03-00784,IK-02-00555,IK03,IK02,ict,0.395,0.83,none,0,5.5,0
E-000360,IK-01-00171,IK-02-00556,IK01,IK02,electricity,0.883,0.0,none,0,8.6,1
E-000361,IK-03-00829,IK-02-00556,IK03,IK02,ict,0.201,1.06,partial,0,6.4,1
E-000362,IK-03-00765,IK-02-00556,IK03,IK02,ict,0.201,0.7,partial,0,9.5,1
E-000363,IK-01-00204,IK-02-00557,IK01,IK02,electricity,0.47,0.0,partial,0,8.2,0
E-000364,IK-01-00056,IK-02-00557,IK01,IK02,electricity,0.47,0.0,partial,0,9.6,1
E-000365,IK-03-00784,IK-02-00557,IK03,IK02,ict,0.195,1.02,partial,0,1.0,0
E-000366,IK-03-00708,IK-02-00557,IK03,IK02,ict,0.195,0.8,partial,0,11.7,0
E-000367,IK-01-00096,IK-02-00558,IK01,IK02,electricity,0.929,0.0,none,0,13.2,1
E-000368,IK-03-00803,IK-02-00558,IK03,IK02,ict,0.25,1.09,partial,0,8.1,0
E-000369,IK-03-00722,IK-02-00558,IK03,IK02,ict,0.25,0.56,partial,0,5.1,1
E-000370,IK-01-00130,IK-02-00559,IK01,IK02,electricity,0.822,0.0,none,0,10.7,0
E-000371,IK-03-00724,IK-02-00559,IK03,IK02,ict,0.241,0.99,partial,0,6.5,1
E-000372,IK-03-00779,IK-02-00559,IK03,IK02,ict,0.241,0.74,partial,0,10.1,0
E-000373,IK-01-00045,IK-02-00560,IK01,IK02,electricity,0.516,0.0,partial,0,8.0,0
E-000374,IK-01-00171,IK-02-00560,IK01,IK02,electricity,0.516,0.0,partial,0,1.5,0
E-000375,IK-03-00829,IK-02-00560,IK03,IK02,ict,0.237,1.02,partial,0,5.7,1
E-000376,IK-03-00765,IK-02-00560,IK03,IK02,ict,0.237,1.1,partial,0,12.2,0
E-000377,IK-01-00181,IK-02-00561,IK01,IK02,electricity,0.842,0.0,none,0,5.3,0
E-000378,IK-03-00787,IK-02-00561,IK03,IK02,ict,0.192,1.04,partial,0,4.3,0
E-000379,IK-03-00715,IK-02-00561,IK03,IK02,ict,0.192,1.07,partial,0,6.2,1
E-000380,IK-01-00077,IK-02-00562,IK01,IK02,electricity,1.0,0.0,none,0,6.8,1
E-000381,IK-03-00765,IK-02-00562,IK03,IK02,ict,0.198,0.63,partial,0,9.1,0
E-000382,IK-03-00737,IK-02-00562,IK03,IK02,ict,0.198,0.56,partial,0,7.7,0
E-000383,IK-01-00140,IK-02-00563,IK01,IK02,electricity,1.0,0.0,none,0,6.5,0
E-000384,IK-03-00793,IK-02-00563,IK03,IK02,ict,0.481,0.97,none,0,5.7,1
E-000385,IK-01-00195,IK-02-00564,IK01,IK02,electricity,0.953,0.0,none,0,13.8,0
E-000386,IK-03-00781,IK-02-00564,IK03,IK02,ict,0.219,0.75,partial,0,4.4,0
E-000387,IK-03-00767,IK-02-00564,IK03,IK02,ict,0.219,1.07,partial,0,7.1,0
E-000388,IK-01-00119,IK-02-00565,IK01,IK02,electricity,0.854,0.0,none,0,10.1,0
E-000389,IK-03-00749,IK-02-00565,IK03,IK02,ict,0.4,0.85,none,0,8.8,0
E-000390,IK-01-00178,IK-02-00566,IK01,IK02,electricity,0.449,0.0,partial,0,8.4,0
E-000391,IK-01-00180,IK-02-00566,IK01,IK02,electricity,0.449,0.0,partial,0,2.6,0
E-000392,IK-03-00817,IK-02-00566,IK03,IK02,ict,0.46,1.04,none,0,10.2,1
E-000393,IK-01-00221,IK-02-00567,IK01,IK02,electricity,0.488,0.0,partial,0,1.0,0
E-000394,IK-01-00100,IK-02-00567,IK01,IK02,electricity,0.488,0.0,partial,0,8.2,1
E-000395,IK-03-00771,IK-02-00567,IK03,IK02,ict,0.491,0.78,none,0,4.2,0
E-000396,IK-01-00218,IK-02-00568,IK01,IK02,electricity,1.0,0.0,none,0,2.6,1
E-000397,IK-03-00822,IK-02-00568,IK03,IK02,ict,0.248,0.75,partial,0,7.5,0
E-000398,IK-03-00742,IK-02-00568,IK03,IK02,ict,0.248,0.87,partial,0,13.3,0
E-000399,IK-01-00129,IK-02-00569,IK01,IK02,electricity,0.419,0.0,partial,0,12.1,0
E-000400,IK-01-00044,IK-02-00569,IK01,IK02,electricity,0.419,0.0,partial,0,14.1,1
E-000401,IK-03-00702,IK-02-00569,IK03,IK02,ict,0.218,0.98,partial,0,13.8,0
E-000402,IK-03-00814,IK-02-00569,IK03,IK02,ict,0.218,0.7,partial,0,4.2,0
E-000403,IK-01-00110,IK-02-00570,IK01,IK02,electricity,0.875,0.0,none,0,8.3,0
E-000404,IK-03-00738,IK-02-00570,IK03,IK02,ict,0.477,0.56,none,0,13.6,1
E-000405,IK-01-00065,IK-02-00571,IK01,IK02,electricity,0.848,0.0,none,0,7.0,1
E-000406,IK-03-00741,IK-02-00571,IK03,IK02,ict,0.383,0.59,none,0,17.3,0
E-000407,IK-01-00168,IK-02-00572,IK01,IK02,electricity,0.497,0.0,partial,0,4.3,0
E-000408,IK-01-00120,IK-02-00572,IK01,IK02,electricity,0.497,0.0,partial,0,4.1,0
E-000409,IK-03-00735,IK-02-00572,IK03,IK02,ict,0.216,1.0,partial,0,6.8,1
E-000410,IK-03-00830,IK-02-00572,IK03,IK02,ict,0.216,1.0,partial,0,9.4,1
E-000411,IK-01-00221,IK-02-00573,IK01,IK02,electricity,0.847,0.0,none,0,11.6,1
E-000412,IK-03-00771,IK-02-00573,IK03,IK02,ict,0.478,0.67,none,0,2.9,1
E-000413,IK-01-00167,IK-02-00574,IK01,IK02,electricity,0.987,0.0,none,0,12.2,0
E-000414,IK-03-00768,IK-02-00574,IK03,IK02,ict,0.226,0.85,partial,0,9.6,0
E-000415,IK-03-00772,IK-02-00574,IK03,IK02,ict,0.226,1.06,partial,0,6.1,0
E-000416,IK-01-00091,IK-02-00575,IK01,IK02,electricity,0.532,0.0,partial,0,10.3,0
E-000417,IK-01-00119,IK-02-00575,IK01,IK02,electricity,0.532,0.0,partial,0,8.4,1
E-000418,IK-03-00749,IK-02-00575,IK03,IK02,ict,0.222,0.55,partial,0,9.4,1
E-000419,IK-03-00695,IK-02-00575,IK03,IK02,ict,0.222,0.94,partial,0,8.0,1
E-000420,IK-01-00096,IK-02-00576,IK01,IK02,electricity,0.887,0.0,none,0,16.9,0
E-000421,IK-03-00803,IK-02-00576,IK03,IK02,ict,0.211,0.66,partial,0,8.7,1
E-000422,IK-03-00722,IK-02-00576,IK03,IK02,ict,0.211,0.78,partial,0,10.9,1
E-000423,IK-01-00168,IK-02-00577,IK01,IK02,electricity,0.815,0.0,none,0,6.6,1
E-000424,IK-03-00830,IK-02-00577,IK03,IK02,ict,0.473,0.96,none,0,10.5,0
E-000425,IK-01-00240,IK-02-00578,IK01,IK02,electricity,0.418,0.0,partial,0,1.7,0
E-000426,IK-01-00159,IK-02-00578,IK01,IK02,electricity,0.418,0.0,partial,0,13.4,0
E-000427,IK-03-00795,IK-02-00578,IK03,IK02,ict,0.503,0.77,none,0,8.3,1
E-000428,IK-01-00060,IK-02-00579,IK01,IK02,electricity,1.0,0.0,none,0,5.6,1
E-000429,IK-03-00768,IK-02-00579,IK03,IK02,ict,0.242,0.84,partial,0,7.9,1
E-000430,IK-03-00772,IK-02-00579,IK03,IK02,ict,0.242,0.6,partial,0,7.2,1
E-000431,IK-01-00143,IK-02-00580,IK01,IK02,electricity,0.833,0.0,none,0,3.2,0
E-000432,IK-03-00796,IK-02-00580,IK03,IK02,ict,0.246,0.57,partial,0,10.5,1
E-000433,IK-03-00703,IK-02-00580,IK03,IK02,ict,0.246,1.01,partial,0,8.6,0
E-000434,IK-01-00041,IK-02-00581,IK01,IK02,electricity,0.836,0.0,none,0,7.7,0
E-000435,IK-03-00706,IK-02-00581,IK03,IK02,ict,0.195,1.0,partial,0,6.6,1
E-000436,IK-03-00792,IK-02-00581,IK03,IK02,ict,0.195,1.01,partial,0,9.4,0
E-000437,IK-01-00210,IK-02-00582,IK01,IK02,electricity,0.818,0.0,none,0,8.3,1
E-000438,IK-03-00685,IK-02-00582,IK03,IK02,ict,0.408,0.63,none,0,12.7,1
E-000439,IK-01-00212,IK-02-00583,IK01,IK02,electricity,0.887,0.0,none,0,9.2,0
E-000440,IK-03-00787,IK-02-00583,IK03,IK02,ict,0.406,1.1,none,0,12.6,0
E-000441,IK-01-00174,IK-02-00584,IK01,IK02,electricity,0.524,0.0,partial,0,6.9,0
E-000442,IK-01-00056,IK-02-00584,IK01,IK02,electricity,0.524,0.0,partial,0,3.6,0
E-000443,IK-03-00784,IK-02-00584,IK03,IK02,ict,0.473,1.07,none,0,4.0,0
E-000444,IK-01-00190,IK-02-00585,IK01,IK02,electricity,0.45,0.0,partial,0,9.1,0
E-000445,IK-01-00169,IK-02-00585,IK01,IK02,electricity,0.45,0.0,partial,0,4.6,0
E-000446,IK-03-00700,IK-02-00585,IK03,IK02,ict,0.465,0.57,none,0,11.2,0
E-000447,IK-01-00157,IK-02-00586,IK01,IK02,electricity,1.0,0.0,none,0,6.6,1
E-000448,IK-03-00730,IK-02-00586,IK03,IK02,ict,0.442,0.95,none,0,1.0,1
E-000449,IK-01-00158,IK-02-00587,IK01,IK02,electricity,0.876,0.0,none,0,1.8,0
E-000450,IK-03-00760,IK-02-00587,IK03,IK02,ict,0.407,0.82,none,0,4.3,0
E-000451,IK-01-00231,IK-02-00588,IK01,IK02,electricity,1.0,0.0,none,0,11.8,1
E-000452,IK-03-00818,IK-02-00588,IK03,IK02,ict,0.424,0.88,none,0,9.1,0
E-000453,IK-01-00150,IK-02-00589,IK01,IK02,electricity,0.908,0.0,none,0,8.1,0
E-000454,IK-03-00714,IK-02-00589,IK03,IK02,ict,0.247,0.97,partial,0,1.0,0
E-000455,IK-03-00734,IK-02-00589,IK03,IK02,ict,0.247,0.9,partial,0,6.7,0
E-000456,IK-01-00071,IK-02-00590,IK01,IK02,electricity,0.892,0.0,none,0,14.9,0
E-000457,IK-03-00785,IK-02-00590,IK03,IK02,ict,0.408,0.89,none,0,10.3,1
E-000458,IK-01-00153,IK-02-00591,IK01,IK02,electricity,1.0,0.0,none,0,4.8,0
E-000459,IK-03-00696,IK-02-00591,IK03,IK02,ict,0.462,0.87,none,0,9.9,1
E-000460,IK-01-00047,IK-02-00592,IK01,IK02,electricity,0.5,0.0,partial,0,5.4,0
E-000461,IK-01-00111,IK-02-00592,IK01,IK02,electricity,0.5,0.0,partial,0,4.5,0
E-000462,IK-03-00703,IK-02-00592,IK03,IK02,ict,0.246,0.73,partial,0,3.4,1
E-000463,IK-03-00796,IK-02-00592,IK03,IK02,ict,0.246,0.69,partial,0,12.8,0
E-000464,IK-01-00157,IK-02-00593,IK01,IK02,electricity,0.474,0.0,partial,0,2.0,0
E-000465,IK-01-00144,IK-02-00593,IK01,IK02,electricity,0.474,0.0,partial,0,8.9,0
E-000466,IK-03-00730,IK-02-00593,IK03,IK02,ict,0.477,0.54,none,0,13.4,0
E-000467,IK-01-00217,IK-02-00594,IK01,IK02,electricity,0.811,0.0,none,0,16.0,0
E-000468,IK-03-00793,IK-02-00594,IK03,IK02,ict,0.192,1.06,partial,0,14.5,0
E-000469,IK-03-00763,IK-02-00594,IK03,IK02,ict,0.192,0.5,partial,0,4.4,0
E-000470,IK-01-00065,IK-02-00595,IK01,IK02,electricity,0.426,0.0,partial,0,5.9,0
E-000471,IK-01-00067,IK-02-00595,IK01,IK02,electricity,0.426,0.0,partial,0,2.9,0
E-000472,IK-03-00741,IK-02-00595,IK03,IK02,ict,0.497,0.56,none,0,5.7,0
E-000473,IK-01-00059,IK-02-00596,IK01,IK02,electricity,0.897,0.0,none,0,11.4,0
E-000474,IK-03-00738,IK-02-00596,IK03,IK02,ict,0.218,0.92,partial,0,8.1,0
E-000475,IK-03-00689,IK-02-00596,IK03,IK02,ict,0.218,0.66,partial,0,11.2,0
E-000476,IK-01-00073,IK-02-00597,IK01,IK02,electricity,0.965,0.0,none,0,10.4,1
E-000477,IK-03-00689,IK-02-00597,IK03,IK02,ict,0.441,0.78,none,0,5.0,1
E-000478,IK-01-00110,IK-02-00598,IK01,IK02,electricity,0.95,0.0,none,0,1.8,0
E-000479,IK-03-00738,IK-02-00598,IK03,IK02,ict,0.409,0.56,none,0,3.1,0
E-000480,IK-01-00215,IK-02-00599,IK01,IK02,electricity,0.482,0.0,partial,0,12.1,1
E-000481,IK-01-00130,IK-02-00599,IK01,IK02,electricity,0.482,0.0,partial,0,4.9,0
E-000482,IK-03-00744,IK-02-00599,IK03,IK02,ict,0.197,1.05,partial,0,5.4,1
E-000483,IK-03-00734,IK-02-00599,IK03,IK02,ict,0.197,0.76,partial,0,8.9,1
E-000484,IK-01-00156,IK-02-00600,IK01,IK02,electricity,0.864,0.0,none,0,5.3,0
E-000485,IK-03-00806,IK-02-00600,IK03,IK02,ict,0.225,0.66,partial,0,5.1,0
E-000486,IK-03-00711,IK-02-00600,IK03,IK02,ict,0.225,0.79,partial,0,7.9,0
E-000487,IK-01-00057,IK-02-00601,IK01,IK02,electricity,0.982,0.0,none,0,6.2,1
E-000488,IK-03-00815,IK-02-00601,IK03,IK02,ict,0.475,0.57,none,0,7.9,0
E-000489,IK-01-00234,IK-02-00602,IK01,IK02,electricity,0.985,0.0,none,0,12.1,0
E-000490,IK-03-00697,IK-02-00602,IK03,IK02,ict,0.499,0.88,none,0,12.9,0
E-000491,IK-01-00079,IK-02-00603,IK01,IK02,electricity,0.914,0.0,none,0,21.2,1
E-000492,IK-03-00801,IK-02-00603,IK03,IK02,ict,0.437,0.58,none,0,12.2,0
E-000493,IK-01-00203,IK-02-00604,IK01,IK02,electricity,0.47,0.0,partial,0,12.1,0
E-000494,IK-01-00192,IK-02-00604,IK01,IK02,electricity,0.47,0.0,partial,0,3.7,1
E-000495,IK-03-00693,IK-02-00604,IK03,IK02,ict,0.421,0.79,none,0,15.7,0
E-000496,IK-01-00218,IK-02-00605,IK01,IK02,electricity,1.0,0.0,none,0,11.7,0
E-000497,IK-03-00750,IK-02-00605,IK03,IK02,ict,0.24,0.93,partial,0,5.0,1
E-000498,IK-03-00742,IK-02-00605,IK03,IK02,ict,0.24,0.89,partial,0,13.1,0
E-000499,IK-01-00112,IK-02-00606,IK01,IK02,electricity,0.48,0.0,partial,0,12.7,0
E-000500,IK-01-00233,IK-02-00606,IK01,IK02,electricity,0.48,0.0,partial,0,5.7,1
E-000501,IK-03-00703,IK-02-00606,IK03,IK02,ict,0.196,0.54,partial,0,11.9,1
E-000502,IK-03-00796,IK-02-00606,IK03,IK02,ict,0.196,0.75,partial,0,2.9,0
E-000503,IK-01-00175,IK-02-00607,IK01,IK02,electricity,0.516,0.0,partial,0,12.5,0
E-000504,IK-01-00206,IK-02-00607,IK01,IK02,electricity,0.516,0.0,partial,0,1.0,0
E-000505,IK-03-00686,IK-02-00607,IK03,IK02,ict,0.25,1.07,partial,0,3.2,1
E-000506,IK-03-00801,IK-02-00607,IK03,IK02,ict,0.25,0.54,partial,0,11.2,0
E-000507,IK-01-00071,IK-02-00608,IK01,IK02,electricity,0.482,0.0,partial,0,1.0,1
E-000508,IK-01-00168,IK-02-00608,IK01,IK02,electricity,0.482,0.0,partial,0,1.0,0
E-000509,IK-03-00830,IK-02-00608,IK03,IK02,ict,0.222,0.55,partial,0,11.6,1
E-000510,IK-03-00804,IK-02-00608,IK03,IK02,ict,0.222,0.98,partial,0,3.7,0
E-000511,IK-01-00066,IK-02-00609,IK01,IK02,electricity,0.993,0.0,none,0,13.4,0
E-000512,IK-03-00786,IK-02-00609,IK03,IK02,ict,0.47,0.92,none,0,8.5,1
E-000513,IK-01-00204,IK-02-00610,IK01,IK02,electricity,0.408,0.0,partial,0,9.4,0
E-000514,IK-01-00132,IK-02-00610,IK01,IK02,electricity,0.408,0.0,partial,0,7.7,1
E-000515,IK-03-00784,IK-02-00610,IK03,IK02,ict,0.394,0.63,none,0,11.1,0
E-000516,IK-01-00060,IK-02-00611,IK01,IK02,electricity,0.413,0.0,partial,0,9.4,0
E-000517,IK-01-00167,IK-02-00611,IK01,IK02,electricity,0.413,0.0,partial,0,2.5,0
E-000518,IK-03-00768,IK-02-00611,IK03,IK02,ict,0.485,0.62,none,0,5.9,1
E-000519,IK-01-00041,IK-02-00612,IK01,IK02,electricity,0.445,0.0,partial,0,8.7,0
E-000520,IK-01-00127,IK-02-00612,IK01,IK02,electricity,0.445,0.0,partial,0,4.9,0
E-000521,IK-03-00705,IK-02-00612,IK03,IK02,ict,0.234,0.84,partial,0,9.9,1
E-000522,IK-03-00683,IK-02-00612,IK03,IK02,ict,0.234,1.02,partial,0,3.0,1
E-000523,IK-01-00116,IK-02-00613,IK01,IK02,electricity,0.871,0.0,none,0,1.3,0
E-000524,IK-03-00696,IK-02-00613,IK03,IK02,ict,0.498,0.85,none,0,8.7,0
E-000525,IK-01-00186,IK-02-00614,IK01,IK02,electricity,0.438,0.0,partial,0,9.0,0
E-000526,IK-01-00236,IK-02-00614,IK01,IK02,electricity,0.438,0.0,partial,0,6.9,1
E-000527,IK-03-00799,IK-02-00614,IK03,IK02,ict,0.462,0.72,none,0,5.3,0
E-000528,IK-01-00213,IK-02-00615,IK01,IK02,electricity,0.907,0.0,none,0,12.3,0
E-000529,IK-03-00739,IK-02-00615,IK03,IK02,ict,0.243,0.62,partial,0,13.5,0
E-000530,IK-03-00708,IK-02-00615,IK03,IK02,ict,0.243,0.89,partial,0,9.4,0
E-000531,IK-01-00060,IK-02-00616,IK01,IK02,electricity,0.412,0.0,partial,0,9.6,1
E-000532,IK-01-00167,IK-02-00616,IK01,IK02,electricity,0.412,0.0,partial,0,11.1,0
E-000533,IK-03-00768,IK-02-00616,IK03,IK02,ict,0.469,0.65,none,0,7.7,0
E-000534,IK-01-00219,IK-02-00617,IK01,IK02,electricity,1.0,0.0,none,0,4.3,0
E-000535,IK-03-00684,IK-02-00617,IK03,IK02,ict,0.426,0.69,none,0,6.1,0
E-000536,IK-01-00237,IK-02-00618,IK01,IK02,electricity,0.436,0.0,partial,0,8.2,0
E-000537,IK-01-00161,IK-02-00618,IK01,IK02,electricity,0.436,0.0,partial,0,6.5,0
E-000538,IK-03-00710,IK-02-00618,IK03,IK02,ict,0.223,0.87,partial,0,14.5,0
E-000539,IK-03-00733,IK-02-00618,IK03,IK02,ict,0.223,0.88,partial,0,11.5,0
E-000540,IK-01-00159,IK-02-00619,IK01,IK02,electricity,1.0,0.0,none,0,7.1,0
E-000541,IK-03-00795,IK-02-00619,IK03,IK02,ict,0.462,0.5,none,0,1.3,0
E-000542,IK-01-00122,IK-02-00620,IK01,IK02,electricity,0.812,0.0,none,0,6.9,1
E-000543,IK-03-00716,IK-02-00620,IK03,IK02,ict,0.396,0.86,none,0,12.0,0
E-000544,IK-01-00069,IK-02-00621,IK01,IK02,electricity,0.505,0.0,partial,0,5.2,1
