node_id,node_name,system_code,voivodeship_code,criticality_class,operator_name,protection_plan_status,responsiveness_score,population_served
IK-07-01507,szpital powiatowy wielkopolskie-południowy-31-01-01507,IK07,30,K2,Sieć Medyczna Vita (fikc.),,,28638
IK-01-00173,GPZ 110/SN zachodniopomorskie-wschodni-02-02-00173,IK01,32,K2,Operator Przesyłowy S.A. (fikc.),w aktualizacji,38.2,28253
IK-02-00482,węzeł agregacyjny/RAN hub śląskie-północny-36-02-00482,IK02,24,K2,Telko Alfa S.A. (fikc.),brak,34.0,28202
IK-06-01199,stacja uzdatniania wody lubelskie-południowy-19-02-01199,IK06,06,K2,Wodociągi Miejskie (fikc.),brak,3.0,27954
IK-11-02049,zakład dużego ryzyka (ZDR) lubuskie-centralny-04-01-02049,IK11,08,K1,Zakłady Chemiczne Wisła (fikc.),brak,16.1,27674
IK-02-00603,węzeł agregacyjny/RAN hub łódzkie-miejski-11-07-00603,IK02,10,K2,Telko Gamma S.A. (fikc.),w aktualizacji,24.9,27461
IK-02-00657,węzeł agregacyjny/RAN hub opolskie-wschodni-02-02-00657,IK02,16,K2,Telko Beta S.A. (fikc.),,,27420
IK-11-02093,zakład zwiększonego ryzyka (ZZR) opolskie-południowy-07-03-02093,IK11,16,K2,Agencja Materiałów Prom. (fikc.),zatwierdzony,57.9,27252
IK-07-01509,szpital powiatowy lubelskie-zachodni-15-01-01509,IK07,06,K2,Sieć Medyczna Vita (fikc.),,,27113
IK-07-01434,szpital powiatowy zachodniopomorskie-wschodni-02-05-01434,IK07,32,K2,Samodzielny Publiczny ZOZ (fikc.),brak,20.8,27035
IK-06-01146,ujęcie wody dolnośląskie-północny-06-03-01146,IK06,02,K2,Wodociągi Miejskie (fikc.),zatwierdzony,44.7,27017
IK-06-01249,przepompownia wody lubuskie-wschodni-08-03-01249,IK06,08,K2,Wodociągi Miejskie (fikc.),brak,39.1,26923
IK-01-00103,GPZ 110/SN warmińsko-mazurskie-miejski-05-05-00103,IK01,28,K2,OSD Południe (fikc.),brak,69.2,26897
IK-06-01206,stacja uzdatniania wody dolnośląskie-południowy-07-07-01206,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),,,26793
IK-02-00484,węzeł agregacyjny/RAN hub zachodniopomorskie-centralny-16-02-00484,IK02,32,K2,Telko Gamma S.A. (fikc.),brak,31.3,26413
IK-11-02081,zakład zwiększonego ryzyka (ZZR) kujawsko-pomorskie-wschodni-20-05-02081,IK11,04,K2,Agencja Materiałów Prom. (fikc.),,,26401
IK-06-01201,stacja uzdatniania wody dolnośląskie-wschodni-08-07-01201,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),,,26302
IK-02-00651,węzeł agregacyjny/RAN hub dolnośląskie-północny-30-04-00651,IK02,02,K2,Telko Gamma S.A. (fikc.),brak,5.9,25776
IK-11-02097,zakład zwiększonego ryzyka (ZZR) mazowieckie-zachodni-27-03-02097,IK11,14,K2,Agencja Materiałów Prom. (fikc.),zatwierdzony,8.6,25203
IK-01-00068,GPZ 110/SN zachodniopomorskie-zachodni-21-03-00068,IK01,32,K1,Operator Przesyłowy S.A. (fikc.),zatwierdzony,48.5,25132
IK-06-01212,stacja uzdatniania wody lubelskie-południowy-13-02-01212,IK06,06,K2,Zakład Wodociągowy Gminny (fikc.),,,25071
IK-01-00108,GPZ 110/SN kujawsko-pomorskie-zachodni-15-05-00108,IK01,04,K2,Operator Przesyłowy S.A. (fikc.),zatwierdzony,54.2,25007
IK-11-02058,zakład dużego ryzyka (ZDR) podlaskie-miejski-11-05-02058,IK11,20,K2,Zakłady Chemiczne Wisła (fikc.),w aktualizacji,90.6,24905
IK-01-00110,GPZ 110/SN podlaskie-południowy-07-06-00110,IK01,20,K2,Operator Przesyłowy S.A. (fikc.),w aktualizacji,43.9,24539
IK-06-01105,ujęcie wody opolskie-północny-06-06-01105,IK06,16,K2,Zakład Wodociągowy Gminny (fikc.),brak,60.3,24513
IK-06-01321,przepompownia wody lubuskie-północny-12-01-01321,IK06,08,K2,Wodociągi Miejskie (fikc.),,,24499
IK-02-00624,węzeł agregacyjny/RAN hub lubelskie-wschodni-08-01-00624,IK02,06,K2,Telko Beta S.A. (fikc.),zatwierdzony,11.0,24423
IK-06-01296,przepompownia wody opolskie-centralny-04-03-01296,IK06,16,K2,Zakład Wodociągowy Gminny (fikc.),,,24275
IK-09-01872,jednostka ratowniczo-gaśnicza PSP opolskie-zachodni-03-02-01872,IK09,16,K2,Komenda Wojewódzka PSP (fikc.),brak,60.2,23875
IK-01-00129,GPZ 110/SN lubuskie-centralny-10-02-00129,IK01,08,K2,OSD Zachód (fikc.),,,23569
IK-06-01307,przepompownia wody pomorskie-północny-12-03-01307,IK06,22,K2,Wodociągi Miejskie (fikc.),w aktualizacji,25.5,23307
IK-11-02063,zakład dużego ryzyka (ZDR) opolskie-zachodni-03-04-02063,IK11,16,K1,Agencja Materiałów Prom. (fikc.),brak,36.1,23299
IK-02-00676,węzeł agregacyjny/RAN hub podkarpackie-zachodni-09-01-00676,IK02,18,K2,Telko Alfa S.A. (fikc.),w aktualizacji,34.1,23116
IK-06-01110,ujęcie wody kujawsko-pomorskie-zachodni-21-03-01110,IK06,04,K2,Zakład Wodociągowy Gminny (fikc.),,,22527
IK-11-02100,obiekt jądrowy/składowisko odpadów prom. dolnośląskie-zachodni-03-02-02100,IK11,02,K1,Agencja Materiałów Prom. (fikc.),w aktualizacji,16.0,22347
IK-06-01159,stacja uzdatniania wody dolnośląskie-miejski-05-07-01159,IK06,02,K1,Wodociągi Miejskie (fikc.),w aktualizacji,38.2,22316
IK-11-02086,zakład zwiększonego ryzyka (ZZR) opolskie-północny-06-04-02086,IK11,16,K2,Agencja Materiałów Prom. (fikc.),brak,56.3,22227
IK-07-01523,szpital powiatowy lubuskie-północny-12-07-01523,IK07,08,K2,Szpital Wojewódzki (fikc.),brak,22.3,22177
IK-01-00223,GPZ 110/SN pomorskie-centralny-16-06-00223,IK01,22,K2,Operator Przesyłowy S.A. (fikc.),,,22165
IK-07-01515,szpital powiatowy śląskie-zachodni-03-02-01515,IK07,24,K2,Samodzielny Publiczny ZOZ (fikc.),brak,3.0,21981
IK-11-02066,zakład dużego ryzyka (ZDR) dolnośląskie-miejski-17-02-02066,IK11,02,K1,Zakłady Chemiczne Wisła (fikc.),zatwierdzony,80.9,21951
IK-01-00160,GPZ 110/SN wielkopolskie-miejski-35-04-00160,IK01,30,K2,OSD Zachód (fikc.),brak,46.2,21741
IK-01-00380,stacja redukcyjna gazu opolskie-zachodni-09-07-00380,IK01,16,K2,OSD Południe (fikc.),brak,49.5,21217
IK-07-01451,szpital powiatowy dolnośląskie-południowy-07-04-01451,IK07,02,K2,Samodzielny Publiczny ZOZ (fikc.),brak,43.3,20803
IK-07-01429,szpital powiatowy dolnośląskie-centralny-28-05-01429,IK07,02,K1,Szpital Wojewódzki (fikc.),zatwierdzony,71.6,20578
IK-06-01293,przepompownia wody dolnośląskie-miejski-17-05-01293,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),w aktualizacji,3.0,19935
IK-06-01327,przepompownia wody zachodniopomorskie-miejski-17-01-01327,IK06,32,K2,Zakład Wodociągowy Gminny (fikc.),,,19763
IK-11-02070,zakład dużego ryzyka (ZDR) opolskie-wschodni-08-07-02070,IK11,16,K1,Zakłady Chemiczne Wisła (fikc.),,,19351
IK-06-01220,stacja uzdatniania wody opolskie-miejski-05-07-01220,IK06,16,K2,Wodociągi Miejskie (fikc.),zatwierdzony,55.0,19264
IK-06-01067,ujęcie wody małopolskie-południowy-01-05-01067,IK06,12,K2,Zakład Wodociągowy Gminny (fikc.),brak,9.6,18676
IK-06-01262,przepompownia wody dolnośląskie-północny-12-07-01262,IK06,02,K2,Wodociągi Miejskie (fikc.),,,18626
IK-06-01317,przepompownia wody łódzkie-południowy-19-04-01317,IK06,10,K2,Wodociągi Miejskie (fikc.),brak,43.8,18431
IK-07-01506,szpital powiatowy dolnośląskie-miejski-29-07-01506,IK07,02,K2,Szpital Wojewódzki (fikc.),brak,33.1,18250
IK-01-00377,stacja redukcyjna gazu wielkopolskie-południowy-07-01-00377,IK01,30,K2,OSD Południe (fikc.),w aktualizacji,45.5,18125
IK-02-00638,węzeł agregacyjny/RAN hub małopolskie-zachodni-03-07-00638,IK02,12,K2,Telko Beta S.A. (fikc.),brak,48.5,17477
IK-11-02092,zakład zwiększonego ryzyka (ZZR) wielkopolskie-zachodni-15-03-02092,IK11,30,K2,Zakłady Chemiczne Wisła (fikc.),zatwierdzony,17.9,16757
IK-01-00220,GPZ 110/SN pomorskie-wschodni-20-04-00220,IK01,22,K2,Paliwa Krajowe S.A. (fikc.),zatwierdzony,49.6,16279
IK-11-02095,zakład zwiększonego ryzyka (ZZR) świętokrzyskie-północny-12-01-02095,IK11,26,K2,Zakłady Chemiczne Wisła (fikc.),zatwierdzony,72.8,16194
IK-09-01840,jednostka ratowniczo-gaśnicza PSP dolnośląskie-zachodni-15-03-01840,IK09,02,K2,Urząd Wojewódzki (fikc.),,,15917
IK-01-00041,GPZ 110/SN warmińsko-mazurskie-zachodni-15-05-00041,IK01,28,K2,OSD Zachód (fikc.),,,12928
IK-11-02061,zakład dużego ryzyka (ZDR) śląskie-zachodni-27-06-02061,IK11,24,K1,Zakłady Chemiczne Wisła (fikc.),brak,100.0,11708
IK-02-00652,węzeł agregacyjny/RAN hub opolskie-centralny-04-01-00652,IK02,16,K1,Telko Gamma S.A. (fikc.),,,10594
IK-06-01297,przepompownia wody dolnośląskie-centralny-22-01-01297,IK06,02,K1,Zakład Wodociągowy Gminny (fikc.),brak,45.9,6207
IK-07-01525,centrum dializ mazowieckie-miejski-17-04-01525,IK07,14,K2,Szpital Wojewódzki (fikc.),,,1667
IK-07-01530,centrum dializ lubuskie-zachodni-09-05-01530,IK07,08,K2,Sieć Medyczna Vita (fikc.),,,1616
IK-07-01542,centrum dializ warmińsko-mazurskie-zachodni-21-05-01542,IK07,28,K2,Sieć Medyczna Vita (fikc.),zatwierdzony,76.2,1572
IK-07-01536,centrum dializ małopolskie-miejski-11-04-01536,IK07,12,K2,Samodzielny Publiczny ZOZ (fikc.),w aktualizacji,18.8,1146
IK-07-01565,centrum dializ śląskie-wschodni-08-06-01565,IK07,24,K2,Samodzielny Publiczny ZOZ (fikc.),brak,31.6,1095
IK-07-01560,centrum dializ dolnośląskie-wschodni-26-03-01560,IK07,02,K2,Sieć Medyczna Vita (fikc.),w aktualizacji,24.1,1048
IK-07-01541,centrum dializ opolskie-południowy-01-03-01541,IK07,16,K2,Szpital Wojewódzki (fikc.),brak,33.2,1006
IK-07-01555,centrum dializ śląskie-południowy-13-02-01555,IK07,24,K2,Samodzielny Publiczny ZOZ (fikc.),,,940
IK-07-01550,centrum dializ dolnośląskie-centralny-22-05-01550,IK07,02,K2,Sieć Medyczna Vita (fikc.),w aktualizacji,33.7,889
IK-07-01527,centrum dializ opolskie-wschodni-08-06-01527,IK07,16,K2,Szpital Wojewódzki (fikc.),,,818
IK-07-01559,centrum dializ małopolskie-południowy-07-03-01559,IK07,12,K2,Sieć Medyczna Vita (fikc.),,,781
IK-07-01556,centrum dializ łódzkie-południowy-13-07-01556,IK07,10,K2,Szpital Wojewódzki (fikc.),brak,49.1,768
IK-07-01562,centrum dializ opolskie-miejski-05-03-01562,IK07,16,K2,Samodzielny Publiczny ZOZ (fikc.),brak,9.8,766
IK-07-01528,centrum dializ kujawsko-pomorskie-zachodni-03-03-01528,IK07,04,K1,Szpital Wojewódzki (fikc.),brak,73.9,755
IK-07-01533,centrum dializ śląskie-miejski-35-01-01533,IK07,24,K1,Sieć Medyczna Vita (fikc.),w aktualizacji,3.6,725
IK-07-01563,centrum dializ kujawsko-pomorskie-północny-12-05-01563,IK07,04,K2,Sieć Medyczna Vita (fikc.),w aktualizacji,31.2,700
IK-07-01526,centrum dializ śląskie-północny-12-03-01526,IK07,24,K2,Sieć Medyczna Vita (fikc.),,,665
IK-07-01548,centrum dializ pomorskie-wschodni-14-06-01548,IK07,22,K2,Sieć Medyczna Vita (fikc.),,,624
IK-07-01552,centrum dializ wielkopolskie-wschodni-20-04-01552,IK07,30,K2,Szpital Wojewódzki (fikc.),,,548
IK-07-01554,centrum dializ podkarpackie-zachodni-09-05-01554,IK07,18,K2,Szpital Wojewódzki (fikc.),,,490
IK-07-01569,centrum dializ dolnośląskie-wschodni-20-04-01569,IK07,02,K2,Szpital Wojewódzki (fikc.),,,386
IK-07-01543,centrum dializ łódzkie-północny-18-03-01543,IK07,10,K2,Szpital Wojewódzki (fikc.),w aktualizacji,35.3,371
IK-07-01558,centrum dializ małopolskie-wschodni-20-05-01558,IK07,12,K2,Szpital Wojewódzki (fikc.),,,252
